brand,brand_tier,category,product_name,url,price,mrp,discount_pct,rating,review_count,size,tags,scraped_at
Kama Ayurveda,Premium,Skincare,urjasara nourish & replenishing rich cream,https://www.kamaayurveda.in/urjasara-nourish-replenishing-rich-cream.html,2850.0,2850.0,,5.0,12,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,eladhi hydrating fresh emulsion,https://www.kamaayurveda.in/eladhi-hydrating-fresh-emulsion.html,3025.0,3025.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,amarrupa contour-defining & firming cream,https://www.kamaayurveda.in/amarrupa-contour-defining-firming-creams.html,1895.0,1895.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,vanasara rose hydrating yoghurt mask,https://www.kamaayurveda.in/vansara-rose-hydrating-yoghurt-mask.html,1150.0,1150.0,,,,,NEW,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,rose soothing floral water,https://www.kamaayurveda.in/rose-soothing-floral-water.html,650.0,650.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,rose soothing floral water,https://www.kamaayurveda.in/rose-soothing-floral-water-100ml.html,995.0,995.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,neroli stimulating floral water,https://www.kamaayurveda.in/neroli-stimulating-floral-water.html,1825.0,1825.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,vetiver invigorating botanical water,https://www.kamaayurveda.in/vetiver-invigorating-botanical-water.html,1825.0,1825.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,sandanya purifying fresh serum,https://www.kamaayurveda.in/sandanya-purifying-fresh-serum.html,1995.0,1995.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,sandanya blemish clarifying dry oil,https://www.kamaayurveda.in/sandanya-blemish-clarifying-dry-oil.html,3595.0,3595.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,sandanya perfecting matte cream,https://www.kamaayurveda.in/sandanya-perfecting-matte-cream.html,1075.0,1075.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,jasmine hydrating floral water,https://www.kamaayurveda.in/jasmine-hydrating-floral-water.html,1825.0,1825.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,nalpamaradi brightening oil mask,https://www.kamaayurveda.in/nalpamaradi-brightening-oil-mask.html,1345.0,1345.0,,,,,,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,vanasara nimrah blemish- correcting dry herbal blend,https://www.kamaayurveda.in/nimrah-herbal-face-mask-powder.html,1775.0,1775.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,vanasara mridul exfoliating dry herbal blend,https://www.kamaayurveda.in/mridul-herbal-face-mask-powder.html,1250.0,1250.0,,,,,New & Improved,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,eladhi restorative face & body oil,https://www.kamaayurveda.in/eladhi-restorative-face-body-oil.html,2050.0,2050.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,kumkumadi complete discovery set,https://www.kamaayurveda.in/kumkumadi-complete-discovery-set.html,8995.0,8995.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,urjasara moisturising and youth preserving essentials discov..,https://www.kamaayurveda.in/urjasara-moisturising-and-youth-preserving-essentials-discovery-set.html,2950.0,2950.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,multi masking lepam ritual discovery set,https://www.kamaayurveda.in/multi-masking-lepam-ritual-discovery-set.html,2850.0,2850.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,vanasara ashwagandha invigorating essence,https://www.kamaayurveda.in/vanasara-ashwagandha-invigorating-essence.html,3895.0,3895.0,,5.0,1,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,vanasara turmeric brightening clay mask,https://www.kamaayurveda.in/vanasara-turmeric-brightening-clay-mask.html,575.0,575.0,,,,,New,2026-07-28 00:35:58
Kama Ayurveda,Premium,Skincare,kumkumadi youth-recovering night balm,https://www.kamaayurveda.in/kumkumadi-youth-recovering-night-balm-15ml.html,2295.0,2295.0,,5.0,10,,,2026-07-28 00:35:58
Kama Ayurveda,Premium,Haircare,bringaras invigorating  scalp & hair oil,https://www.kamaayurveda.in/bringaras-invigorating-scalp-hair-oil.html,615.0,615.0,,4.7,60,,New & Improved,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,bringaras balancing shampoo,https://www.kamaayurveda.in/bringaras-balancing-shampoo.html,525.0,525.0,,4.9,13,,New & Improved,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,bringaras smoothing hair serum,https://www.kamaayurveda.in/bringaras-smoothing-hair-serum.html,3125.0,3125.0,,4.8,4,,New,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,bringaras hydrating conditioner,https://www.kamaayurveda.in/bringaras-nourishing-conditioner.html,2195.0,2195.0,,5.0,2,,New & Improved,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,bringaras regenerating hair mask,https://www.kamaayurveda.in/bringaras-regenerating-hair-mask.html,1525.0,1525.0,,4.0,1,,New,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,bringaras purifying scalp scrub,https://www.kamaayurveda.in/bringaras-purifying-scalp-scrub.html,950.0,950.0,,,,,New,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,kansa brush,https://www.kamaayurveda.in/kansa-brush.html,5325.0,5325.0,,,,,New,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,bringaras densifying & fortifying scalp concentrate,https://www.kamaayurveda.in/bringaras-densifying-fortifying-scalp-concentrate.html,4195.0,4195.0,,,,,NEW,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,rose & jasmine gentle daily shampoo,https://www.kamaayurveda.in/rose-jasmine-gentle-daily-shampoo.html,495.0,495.0,,,,,New & Improved,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,rose & jasmine gentle daily shampoo,https://www.kamaayurveda.in/rose-jasmine-gentle-daily-shampoo-50ml.html,495.0,495.0,,,,,New & Improved,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,rose & jasmine moisturising hair conditioner,https://www.kamaayurveda.in/rose-jasmine-moisturising-hair-conditioner.html,625.0,625.0,,4.8,8,,,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,lavender & patchouli nourishing shampoo,https://www.kamaayurveda.in/lavender-patchouli-nourishing-shampoo.html,1725.0,1725.0,,,,,,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,lavender & patchouli nourishing conditioner,https://www.kamaayurveda.in/lavender-patchouli-nourishing-conditioner.html,2145.0,2145.0,,,,,,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,himalayan cedar detangling conditioner,https://www.kamaayurveda.in/himalayan-cedar-detangling-conditioner.html,2145.0,2145.0,,5.0,3,,New & Improved,2026-07-28 00:36:03
Kama Ayurveda,Premium,Haircare,himalayan cedar purifying shampoo,https://www.kamaayurveda.in/himalayan-cedar-purifying-shampoo.html,1725.0,1725.0,,4.8,4,,New,2026-07-28 00:36:03
